employee_id,company_id,dept,seniority,salary,join_date,quit_date,churn,duration_jours
733094.0,1,customer_service,1,30000.0,2011-01-24,2011-12-30,yes,340.0
86456.0,2,data_science,16,286000.0,2011-01-24,2011-12-30,yes,340.0
670644.0,4,customer_service,14,61000.0,2011-02-28,2011-12-30,yes,305.0
775332.0,1,sales,13,119000.0,2011-02-07,2011-12-30,yes,326.0
251807.0,1,data_science,4,64000.0,2011-04-18,2011-12-30,yes,256.0
235489.0,1,customer_service,29,140000.0,2011-01-24,2011-12-30,yes,340.0
869478.0,3,engineer,16,245000.0,2011-02-14,2011-12-30,yes,319.0
212530.0,1,customer_service,18,127000.0,2011-08-03,2012-01-03,yes,153.0
909316.0,2,customer_service,27,110000.0,2011-06-06,2012-01-03,yes,211.0
980866.0,5,engineer,7,143000.0,2011-05-09,2012-01-03,yes,239.0
356783.0,1,customer_service,15,128000.0,2011-05-09,2012-01-05,yes,241.0
797826.0,1,engineer,15,314000.0,2011-01-31,2012-01-06,yes,340.0
677566.0,5,marketing,16,154000.0,2011-01-24,2012-01-06,yes,347.0
674721.0,1,sales,14,130000.0,2011-04-04,2012-01-06,yes,277.0
252843.0,7,sales,9,96000.0,2011-02-16,2012-01-06,yes,324.0
977837.0,2,engineer,17,268000.0,2011-01-31,2012-01-06,yes,340.0
927072.0,1,customer_service,2,34000.0,2011-02-22,2012-01-06,yes,318.0
281753.0,8,customer_service,5,72000.0,2011-01-24,2012-01-06,yes,347.0
89208.0,5,sales,11,114000.0,2011-03-07,2012-01-06,yes,305.0
678090.0,1,customer_service,16,115000.0,2011-01-26,2012-01-06,yes,345.0
674756.0,2,marketing,10,135000.0,2011-02-07,2012-01-06,yes,333.0
889586.0,4,design,26,165000.0,2011-01-24,2012-01-06,yes,347.0
836249.0,5,customer_service,15,91000.0,2011-03-14,2012-01-06,yes,298.0
130683.0,1,customer_service,20,121000.0,2011-01-24,2012-01-06,yes,347.0
920451.0,2,marketing,24,219000.0,2011-03-07,2012-01-06,yes,305.0
108435.0,4,customer_service,21,103000.0,2011-02-07,2012-01-06,yes,333.0
433405.0,2,data_science,8,196000.0,2011-02-22,2012-01-06,yes,318.0
391605.0,1,customer_service,26,110000.0,2011-04-25,2012-01-09,yes,259.0
410002.0,2,customer_service,12,81000.0,2011-03-09,2012-01-13,yes,310.0
540614.0,3,engineer,10,143000.0,2011-02-14,2012-01-13,yes,333.0
978385.0,4,customer_service,8,58000.0,2011-03-14,2012-01-13,yes,305.0
401535.0,2,customer_service,19,129000.0,2011-03-21,2012-01-13,yes,298.0
119674.0,2,customer_service,8,81000.0,2011-01-24,2012-01-13,yes,354.0
687484.0,1,data_science,12,202000.0,2011-02-07,2012-01-13,yes,340.0
375759.0,7,customer_service,25,91000.0,2011-04-25,2012-01-13,yes,263.0
710264.0,2,customer_service,6,72000.0,2011-02-28,2012-01-13,yes,319.0
865356.0,1,engineer,6,213000.0,2011-02-07,2012-01-13,yes,340.0
564709.0,3,customer_service,28,97000.0,2011-01-31,2012-01-13,yes,347.0
93041.0,2,sales,7,130000.0,2011-02-09,2012-01-13,yes,338.0
15293.0,8,customer_service,24,100000.0,2011-02-28,2012-01-13,yes,319.0
446104.0,4,marketing,1,42000.0,2011-02-22,2012-01-13,yes,325.0
567260.0,9,marketing,4,41000.0,2011-02-28,2012-01-13,yes,319.0
721966.0,1,marketing,18,209000.0,2011-02-01,2012-01-13,yes,346.0
797614.0,1,design,7,130000.0,2011-02-07,2012-01-13,yes,340.0
912284.0,1,sales,2,56000.0,2011-02-07,2012-01-13,yes,340.0
150032.0,1,engineer,5,164000.0,2011-04-28,2012-01-17,yes,264.0
205943.0,8,customer_service,1,26000.0,2011-01-24,2012-01-17,yes,358.0
228718.0,2,data_science,10,197000.0,2011-01-24,2012-01-18,yes,359.0
985848.0,1,sales,19,221000.0,2011-01-31,2012-01-19,yes,353.0
223148.0,1,engineer,15,257000.0,2011-02-23,2012-01-19,yes,330.0
770066.0,2,customer_service,16,134000.0,2011-03-21,2012-01-20,yes,305.0
500842.0,7,engineer,7,189000.0,2011-02-16,2012-01-20,yes,338.0
567185.0,1,engineer,22,266000.0,2011-02-07,2012-01-20,yes,347.0
994305.0,1,customer_service,1,25000.0,2011-01-31,2012-01-20,yes,354.0
427203.0,1,marketing,13,140000.0,2011-02-14,2012-01-20,yes,340.0
559761.0,1,customer_service,7,95000.0,2011-02-07,2012-01-20,yes,347.0
659710.0,7,customer_service,11,57000.0,2011-02-14,2012-01-20,yes,340.0
433319.0,2,sales,7,129000.0,2011-01-31,2012-01-20,yes,354.0
902335.0,1,data_science,21,324000.0,2011-03-07,2012-01-20,yes,319.0
642182.0,1,customer_service,14,73000.0,2011-03-07,2012-01-20,yes,319.0
894911.0,4,customer_service,3,26000.0,2011-01-24,2012-01-20,yes,361.0
712415.0,1,customer_service,22,116000.0,2011-02-14,2012-01-20,yes,340.0
169747.0,3,data_science,13,165000.0,2011-01-24,2012-01-20,yes,361.0
722522.0,6,engineer,16,238000.0,2011-03-07,2012-01-20,yes,319.0
65827.0,9,customer_service,23,96000.0,2011-03-23,2012-01-24,yes,307.0
865910.0,1,customer_service,23,131000.0,2011-01-31,2012-01-27,yes,361.0
318091.0,3,customer_service,29,95000.0,2011-02-28,2012-01-27,yes,333.0
636690.0,2,customer_service,20,122000.0,2011-02-07,2012-01-27,yes,354.0
807289.0,1,data_science,16,319000.0,2011-03-14,2012-01-27,yes,319.0
571793.0,1,design,13,115000.0,2011-02-28,2012-01-27,yes,333.0
994912.0,7,data_science,6,145000.0,2011-02-22,2012-01-27,yes,339.0
830635.0,3,customer_service,5,76000.0,2011-01-24,2012-01-27,yes,368.0
813324.0,3,data_science,1,66000.0,2011-02-28,2012-01-27,yes,333.0
803230.0,6,customer_service,25,106000.0,2011-01-24,2012-01-27,yes,368.0
167334.0,9,customer_service,21,99000.0,2011-02-07,2012-01-27,yes,354.0
320748.0,3,customer_service,22,79000.0,2011-02-22,2012-01-27,yes,339.0
315349.0,3,engineer,26,270000.0,2011-03-14,2012-01-27,yes,319.0
141675.0,2,engineer,28,304000.0,2011-01-25,2012-01-27,yes,367.0
372446.0,2,customer_service,19,118000.0,2011-02-14,2012-01-27,yes,347.0
670220.0,1,customer_service,24,116000.0,2011-03-29,2012-01-27,yes,304.0
448414.0,1,customer_service,24,135000.0,2011-02-14,2012-01-27,yes,347.0
267930.0,3,data_science,17,281000.0,2011-01-26,2012-01-27,yes,366.0
297657.0,1,customer_service,18,110000.0,2011-02-14,2012-01-27,yes,347.0
70007.0,5,marketing,4,47000.0,2011-01-31,2012-01-27,yes,361.0
717409.0,7,engineer,26,228000.0,2011-02-07,2012-01-27,yes,354.0
946837.0,8,engineer,14,151000.0,2011-06-27,2012-01-30,yes,217.0
589855.0,7,sales,8,88000.0,2011-08-22,2012-01-30,yes,161.0
818739.0,6,sales,3,41000.0,2011-07-18,2012-01-30,yes,196.0
888499.0,1,design,5,131000.0,2011-08-15,2012-01-30,yes,168.0
479472.0,2,marketing,16,209000.0,2011-03-07,2012-02-02,yes,332.0
756258.0,1,customer_service,13,82000.0,2011-02-09,2012-02-03,yes,359.0
165075.0,5,customer_service,2,24000.0,2011-01-26,2012-02-03,yes,373.0
943747.0,6,customer_service,10,56000.0,2011-04-18,2012-02-03,yes,291.0
652453.0,1,marketing,24,227000.0,2011-03-07,2012-02-03,yes,333.0
140702.0,1,design,16,195000.0,2011-01-24,2012-02-03,yes,375.0
828523.0,5,marketing,13,102000.0,2011-04-05,2012-02-03,yes,304.0
722742.0,9,design,29,146000.0,2011-03-14,2012-02-03,yes,326.0
961602.0,3,customer_service,19,95000.0,2011-01-31,2012-02-03,yes,368.0
413886.0,1,sales,10,119000.0,2011-03-07,2012-02-03,yes,333.0
150435.0,1,customer_service,21,108000.0,2011-02-28,2012-02-03,yes,340.0
849241.0,3,customer_service,5,66000.0,2011-02-22,2012-02-03,yes,346.0
932232.0,1,customer_service,13,74000.0,2011-03-21,2012-02-03,yes,319.0
979876.0,4,customer_service,3,28000.0,2011-02-22,2012-02-03,yes,346.0
571079.0,9,marketing,27,142000.0,2011-01-31,2012-02-03,yes,368.0
829550.0,7,data_science,19,239000.0,2011-02-15,2012-02-03,yes,353.0
959647.0,5,marketing,4,41000.0,2011-02-14,2012-02-03,yes,354.0
516044.0,2,sales,22,217000.0,2011-02-07,2012-02-07,yes,365.0
691451.0,1,customer_service,12,69000.0,2011-03-14,2012-02-10,yes,333.0
360706.0,1,customer_service,11,70000.0,2011-03-14,2012-02-10,yes,333.0
42628.0,10,customer_service,24,87000.0,2011-02-14,2012-02-10,yes,361.0
7557.0,2,sales,7,137000.0,2011-02-14,2012-02-10,yes,361.0
964657.0,1,customer_service,6,78000.0,2011-01-31,2012-02-10,yes,375.0
130358.0,1,engineer,25,315000.0,2011-04-06,2012-02-10,yes,310.0
897062.0,3,engineer,17,240000.0,2011-01-24,2012-02-10,yes,382.0
97681.0,2,data_science,12,212000.0,2011-01-24,2012-02-10,yes,382.0
853754.0,2,engineer,1,78000.0,2011-03-21,2012-02-10,yes,326.0
994516.0,2,data_science,6,191000.0,2011-02-07,2012-02-10,yes,368.0
450429.0,9,engineer,29,226000.0,2011-02-22,2012-02-10,yes,353.0
869121.0,4,marketing,2,44000.0,2011-03-14,2012-02-10,yes,333.0
950517.0,2,engineer,17,296000.0,2011-04-18,2012-02-10,yes,298.0
291956.0,1,customer_service,17,118000.0,2011-02-22,2012-02-10,yes,353.0
709206.0,3,customer_service,8,67000.0,2011-03-14,2012-02-10,yes,333.0
438272.0,1,customer_service,9,76000.0,2011-04-26,2012-02-10,yes,290.0
305159.0,6,marketing,1,38000.0,2011-01-24,2012-02-10,yes,382.0
333300.0,2,customer_service,29,112000.0,2011-02-07,2012-02-10,yes,368.0
940099.0,3,engineer,16,211000.0,2011-04-04,2012-02-10,yes,312.0
226248.0,3,design,15,174000.0,2011-01-31,2012-02-10,yes,375.0
608000.0,1,customer_service,19,110000.0,2011-02-22,2012-02-10,yes,353.0
55125.0,2,design,12,136000.0,2011-02-07,2012-02-10,yes,368.0
595910.0,4,data_science,16,243000.0,2011-01-24,2012-02-10,yes,382.0
45438.0,3,marketing,13,110000.0,2011-03-14,2012-02-15,yes,338.0
670443.0,1,marketing,4,38000.0,2011-02-07,2012-02-17,yes,375.0
111812.0,3,data_science,5,155000.0,2011-02-14,2012-02-17,yes,368.0
619076.0,1,customer_service,24,117000.0,2011-02-22,2012-02-17,yes,360.0
520058.0,5,data_science,6,176000.0,2011-03-21,2012-02-17,yes,333.0
21574.0,4,customer_service,2,27000.0,2011-01-24,2012-02-17,yes,389.0
464194.0,9,data_science,8,191000.0,2011-03-14,2012-02-17,yes,340.0
172191.0,1,customer_service,21,139000.0,2011-03-09,2012-02-17,yes,345.0
777589.0,3,data_science,5,140000.0,2011-02-14,2012-02-17,yes,368.0
356772.0,5,customer_service,2,22000.0,2011-01-24,2012-02-17,yes,389.0
288310.0,5,sales,2,45000.0,2011-04-04,2012-02-17,yes,319.0
717862.0,1,data_science,1,76000.0,2011-04-11,2012-02-17,yes,312.0
491821.0,1,customer_service,12,72000.0,2011-01-31,2012-02-17,yes,382.0
491975.0,2,sales,16,204000.0,2011-03-21,2012-02-17,yes,333.0
609146.0,3,marketing,12,112000.0,2011-03-07,2012-02-17,yes,347.0
85624.0,1,customer_service,18,136000.0,2011-03-21,2012-02-17,yes,333.0
405870.0,1,customer_service,21,130000.0,2011-02-15,2012-02-22,yes,372.0
224745.0,1,customer_service,19,108000.0,2011-01-24,2012-02-24,yes,396.0
120990.0,4,customer_service,23,109000.0,2011-03-16,2012-02-24,yes,345.0
394246.0,6,engineer,6,156000.0,2011-02-07,2012-02-24,yes,382.0
982497.0,6,marketing,4,43000.0,2011-02-22,2012-02-24,yes,367.0
324280.0,1,engineer,16,368000.0,2011-04-18,2012-02-24,yes,312.0
236704.0,2,customer_service,28,117000.0,2011-03-28,2012-02-24,yes,333.0
920111.0,1,marketing,8,156000.0,2011-02-07,2012-02-24,yes,382.0
81036.0,12,customer_service,20,64000.0,2011-03-14,2012-02-24,yes,347.0
487322.0,8,data_science,11,175000.0,2011-04-11,2012-02-24,yes,319.0
640596.0,4,sales,8,118000.0,2011-01-26,2012-02-24,yes,394.0
457814.0,8,customer_service,22,115000.0,2011-01-24,2012-02-24,yes,396.0
653351.0,2,design,3,47000.0,2011-03-21,2012-02-24,yes,340.0
283404.0,1,marketing,11,138000.0,2011-03-02,2012-02-24,yes,359.0
698563.0,5,marketing,9,123000.0,2011-02-14,2012-02-24,yes,375.0
306564.0,3,sales,20,180000.0,2011-04-11,2012-02-24,yes,319.0
210974.0,5,engineer,9,142000.0,2011-04-25,2012-02-24,yes,305.0
348627.0,1,customer_service,8,87000.0,2011-02-14,2012-02-24,yes,375.0
650923.0,8,engineer,13,140000.0,2011-01-31,2012-02-24,yes,389.0
938526.0,1,customer_service,13,73000.0,2011-03-07,2012-02-24,yes,354.0
328811.0,2,customer_service,26,126000.0,2011-04-04,2012-02-24,yes,326.0
325152.0,3,engineer,13,143000.0,2011-02-01,2012-02-24,yes,388.0
869067.0,6,engineer,15,226000.0,2011-03-23,2012-02-24,yes,338.0
67165.0,3,data_science,9,153000.0,2011-03-21,2012-02-24,yes,340.0
145697.0,5,customer_service,21,101000.0,2011-05-16,2012-02-24,yes,284.0
376565.0,1,customer_service,1,23000.0,2011-03-07,2012-02-24,yes,354.0
573695.0,1,engineer,13,206000.0,2011-06-07,2012-02-29,yes,267.0
272293.0,10,customer_service,14,78000.0,2011-03-28,2012-03-02,yes,340.0
461699.0,5,customer_service,8,69000.0,2011-04-11,2012-03-02,yes,326.0
233914.0,8,customer_service,5,64000.0,2011-02-14,2012-03-02,yes,382.0
435865.0,8,customer_service,12,71000.0,2011-02-15,2012-03-02,yes,381.0
715688.0,1,customer_service,26,103000.0,2011-03-07,2012-03-02,yes,361.0
428003.0,4,marketing,12,114000.0,2011-05-09,2012-03-02,yes,298.0
135334.0,3,customer_service,15,92000.0,2011-03-16,2012-03-02,yes,352.0
389507.0,1,data_science,14,194000.0,2011-04-11,2012-03-02,yes,326.0
336486.0,3,data_science,12,142000.0,2011-04-04,2012-03-02,yes,333.0
411719.0,7,customer_service,8,67000.0,2011-03-29,2012-03-02,yes,339.0
769731.0,5,customer_service,20,89000.0,2011-03-01,2012-03-02,yes,367.0
664295.0,3,data_science,15,273000.0,2011-03-28,2012-03-02,yes,340.0
307988.0,7,customer_service,2,23000.0,2011-01-31,2012-03-02,yes,396.0
413599.0,5,engineer,6,151000.0,2011-05-03,2012-03-02,yes,304.0
940786.0,3,data_science,27,223000.0,2011-03-21,2012-03-02,yes,347.0
714472.0,6,customer_service,23,73000.0,2011-04-04,2012-03-02,yes,333.0
96361.0,6,engineer,11,155000.0,2011-03-14,2012-03-02,yes,354.0
496534.0,3,sales,16,159000.0,2011-02-14,2012-03-02,yes,382.0
461618.0,3,sales,27,161000.0,2011-02-22,2012-03-02,yes,374.0
176537.0,1,customer_service,27,95000.0,2011-04-25,2012-03-02,yes,312.0
992060.0,8,marketing,5,109000.0,2011-02-14,2012-03-02,yes,382.0
318738.0,1,marketing,6,135000.0,2011-05-09,2012-03-02,yes,298.0
855168.0,7,sales,12,112000.0,2011-05-02,2012-03-02,yes,305.0
6071.0,1,engineer,6,212000.0,2011-02-23,2012-03-02,yes,373.0
309132.0,8,sales,26,123000.0,2011-03-14,2012-03-02,yes,354.0
391699.0,1,customer_service,12,69000.0,2011-05-02,2012-03-02,yes,305.0
704579.0,1,marketing,18,186000.0,2011-03-28,2012-03-02,yes,340.0
548368.0,3,engineer,6,161000.0,2011-03-21,2012-03-02,yes,347.0
821968.0,8,design,16,146000.0,2011-04-13,2012-03-06,yes,328.0
813453.0,1,design,22,168000.0,2011-03-28,2012-03-07,yes,345.0
193221.0,3,data_science,26,207000.0,2011-03-21,2012-03-08,yes,353.0
668898.0,3,customer_service,28,116000.0,2011-03-07,2012-03-08,yes,367.0
985761.0,1,design,24,189000.0,2011-04-04,2012-03-08,yes,339.0
185264.0,1,design,7,135000.0,2011-03-28,2012-03-09,yes,347.0
441888.0,1,sales,6,132000.0,2011-02-07,2012-03-09,yes,396.0
197128.0,2,marketing,29,231000.0,2011-03-07,2012-03-09,yes,368.0
749088.0,1,customer_service,8,80000.0,2011-05-31,2012-03-09,yes,283.0
758617.0,3,customer_service,7,57000.0,2011-03-14,2012-03-09,yes,361.0
39569.0,1,customer_service,14,75000.0,2011-03-21,2012-03-09,yes,354.0
784843.0,1,design,6,101000.0,2011-03-07,2012-03-09,yes,368.0
243395.0,6,data_science,18,233000.0,2011-05-09,2012-03-09,yes,305.0
524089.0,1,customer_service,16,141000.0,2011-03-21,2012-03-09,yes,354.0
258068.0,4,engineer,17,235000.0,2011-04-04,2012-03-09,yes,340.0
82522.0,6,engineer,6,166000.0,2011-03-02,2012-03-09,yes,373.0
853785.0,2,data_science,12,163000.0,2011-03-14,2012-03-09,yes,361.0
536251.0,1,customer_service,21,102000.0,2011-05-31,2012-03-09,yes,283.0
988792.0,1,customer_service,15,133000.0,2011-04-27,2012-03-09,yes,317.0
710313.0,2,marketing,26,224000.0,2011-05-09,2012-03-09,yes,305.0
140069.0,8,sales,11,95000.0,2011-02-22,2012-03-09,yes,381.0
764411.0,10,marketing,7,104000.0,2011-03-21,2012-03-09,yes,354.0
797954.0,9,design,21,179000.0,2011-02-07,2012-03-09,yes,396.0
828892.0,2,data_science,8,194000.0,2011-02-22,2012-03-09,yes,381.0
330192.0,1,sales,9,145000.0,2011-02-14,2012-03-09,yes,389.0
289835.0,5,engineer,25,249000.0,2011-03-10,2012-03-09,yes,365.0
629298.0,1,marketing,4,47000.0,2011-04-19,2012-03-09,yes,325.0
664300.0,10,customer_service,12,74000.0,2011-03-21,2012-03-09,yes,354.0
626295.0,5,marketing,20,154000.0,2011-02-14,2012-03-09,yes,389.0
66099.0,1,sales,25,197000.0,2011-03-14,2012-03-09,yes,361.0
388277.0,3,design,15,122000.0,2011-05-02,2012-03-09,yes,312.0
297840.0,1,sales,9,134000.0,2011-03-28,2012-03-09,yes,347.0
577220.0,1,design,24,213000.0,2011-04-04,2012-03-09,yes,340.0
422857.0,4,data_science,13,172000.0,2011-03-14,2012-03-09,yes,361.0
119994.0,9,marketing,6,114000.0,2011-05-23,2012-03-09,yes,291.0
576657.0,6,engineer,17,270000.0,2011-02-28,2012-03-09,yes,375.0
165174.0,6,sales,24,155000.0,2011-02-07,2012-03-09,yes,396.0
970569.0,1,marketing,5,128000.0,2011-04-18,2012-03-15,yes,332.0
756887.0,1,sales,26,193000.0,2011-05-09,2012-03-16,yes,312.0
865485.0,4,engineer,6,166000.0,2011-04-11,2012-03-16,yes,340.0
325360.0,1,customer_service,22,112000.0,2011-05-23,2012-03-16,yes,298.0
500818.0,5,sales,10,110000.0,2011-02-14,2012-03-16,yes,396.0
217014.0,1,sales,19,190000.0,2011-03-28,2012-03-16,yes,354.0
120837.0,6,data_science,25,224000.0,2011-03-01,2012-03-16,yes,381.0
545651.0,1,customer_service,5,76000.0,2011-04-25,2012-03-16,yes,326.0
37087.0,1,engineer,21,274000.0,2011-02-28,2012-03-16,yes,382.0
947525.0,3,engineer,13,136000.0,2011-02-22,2012-03-16,yes,388.0
354614.0,3,customer_service,19,89000.0,2011-03-07,2012-03-16,yes,375.0
483344.0,4,design,4,41000.0,2011-05-31,2012-03-16,yes,290.0
129241.0,7,customer_service,29,91000.0,2011-03-21,2012-03-16,yes,361.0
850119.0,5,data_science,22,211000.0,2011-02-28,2012-03-16,yes,382.0
3635.0,2,customer_service,8,94000.0,2011-03-14,2012-03-16,yes,368.0
575152.0,1,engineer,3,66000.0,2011-03-21,2012-03-16,yes,361.0
124828.0,1,sales,28,177000.0,2011-05-05,2012-03-16,yes,316.0
379014.0,1,customer_service,23,98000.0,2011-02-23,2012-03-16,yes,387.0
46052.0,5,engineer,12,176000.0,2011-02-07,2012-03-16,yes,403.0
542127.0,1,design,9,97000.0,2011-04-11,2012-03-16,yes,340.0
937116.0,3,customer_service,10,52000.0,2011-05-31,2012-03-16,yes,290.0
19407.0,3,marketing,1,34000.0,2011-02-22,2012-03-16,yes,388.0
388804.0,8,design,21,191000.0,2011-05-17,2012-03-16,yes,304.0
977873.0,1,customer_service,4,28000.0,2011-04-14,2012-03-16,yes,337.0
164094.0,1,customer_service,5,88000.0,2011-05-02,2012-03-16,yes,319.0
365614.0,8,engineer,21,226000.0,2011-02-22,2012-03-16,yes,388.0
840436.0,1,customer_service,11,79000.0,2011-02-28,2012-03-16,yes,382.0
519881.0,9,customer_service,20,72000.0,2011-03-14,2012-03-16,yes,368.0
769492.0,2,marketing,18,183000.0,2011-02-28,2012-03-16,yes,382.0
894890.0,2,sales,15,211000.0,2011-03-21,2012-03-20,yes,365.0
821453.0,1,marketing,8,122000.0,2011-01-31,2012-03-22,yes,416.0
615838.0,2,engineer,12,186000.0,2011-03-14,2012-03-23,yes,375.0
900043.0,1,customer_service,29,119000.0,2011-05-23,2012-03-23,yes,305.0
389064.0,1,customer_service,4,29000.0,2011-05-09,2012-03-23,yes,319.0
887014.0,1,design,27,185000.0,2011-03-14,2012-03-23,yes,375.0
279527.0,1,customer_service,22,122000.0,2011-03-14,2012-03-23,yes,375.0
901005.0,2,customer_service,21,90000.0,2011-01-24,2012-03-23,yes,424.0
443231.0,4,engineer,17,228000.0,2011-05-25,2012-03-23,yes,303.0
393098.0,10,customer_service,22,113000.0,2011-05-16,2012-03-23,yes,312.0
255260.0,1,customer_service,21,124000.0,2011-04-05,2012-03-23,yes,353.0
454882.0,7,sales,23,161000.0,2011-03-28,2012-03-23,yes,361.0
897903.0,4,customer_service,19,96000.0,2011-04-18,2012-03-23,yes,340.0
577250.0,4,engineer,28,157000.0,2011-02-07,2012-03-23,yes,410.0
629418.0,1,engineer,11,187000.0,2011-02-02,2012-03-23,yes,415.0
781536.0,1,customer_service,23,116000.0,2011-03-16,2012-03-23,yes,373.0
141657.0,10,customer_service,20,95000.0,2011-04-04,2012-03-23,yes,354.0
68635.0,8,customer_service,28,95000.0,2011-02-07,2012-03-23,yes,410.0
671553.0,2,customer_service,29,120000.0,2011-01-31,2012-03-23,yes,417.0
687109.0,6,design,8,115000.0,2011-03-01,2012-03-23,yes,388.0
561064.0,6,sales,23,165000.0,2011-04-18,2012-03-23,yes,340.0
676466.0,1,engineer,14,171000.0,2011-03-07,2012-03-23,yes,382.0
730204.0,1,sales,28,165000.0,2011-03-02,2012-03-23,yes,387.0
877801.0,4,engineer,6,136000.0,2011-02-07,2012-03-23,yes,410.0
771257.0,8,marketing,15,133000.0,2011-02-28,2012-03-23,yes,389.0
764568.0,1,customer_service,4,33000.0,2011-04-19,2012-03-23,yes,339.0
895472.0,2,customer_service,6,65000.0,2011-04-11,2012-03-27,yes,351.0
596250.0,9,sales,22,157000.0,2011-04-18,2012-03-30,yes,347.0
357128.0,1,design,21,196000.0,2011-02-22,2012-03-30,yes,402.0
460645.0,3,data_science,5,160000.0,2011-03-28,2012-03-30,yes,368.0
108772.0,1,customer_service,6,81000.0,2011-03-21,2012-03-30,yes,375.0
945600.0,3,engineer,27,222000.0,2011-04-11,2012-03-30,yes,354.0
461827.0,1,marketing,19,202000.0,2011-05-09,2012-03-30,yes,326.0
658520.0,10,sales,24,180000.0,2011-03-14,2012-03-30,yes,382.0
703078.0,7,data_science,17,253000.0,2011-02-16,2012-03-30,yes,408.0
676264.0,9,marketing,10,112000.0,2011-03-21,2012-03-30,yes,375.0
433520.0,3,sales,21,165000.0,2011-05-12,2012-03-30,yes,323.0
435534.0,7,data_science,16,237000.0,2011-03-07,2012-03-30,yes,389.0
701266.0,3,engineer,12,136000.0,2011-04-18,2012-03-30,yes,347.0
579034.0,4,customer_service,11,52000.0,2011-05-02,2012-03-30,yes,333.0
802707.0,3,marketing,8,116000.0,2011-02-28,2012-03-30,yes,396.0
930408.0,7,engineer,4,61000.0,2011-04-18,2012-03-30,yes,347.0
958302.0,1,customer_service,6,80000.0,2011-04-11,2012-03-30,yes,354.0
956315.0,1,customer_service,12,74000.0,2011-04-11,2012-03-30,yes,354.0
546631.0,5,design,18,162000.0,2011-06-06,2012-03-30,yes,298.0
398093.0,6,customer_service,22,116000.0,2011-06-27,2012-03-30,yes,277.0
849036.0,1,engineer,13,181000.0,2011-06-06,2012-03-30,yes,298.0
635908.0,1,customer_service,25,111000.0,2011-05-02,2012-03-30,yes,333.0
545087.0,5,engineer,22,214000.0,2011-02-10,2012-03-30,yes,414.0
695920.0,1,data_science,20,323000.0,2011-02-14,2012-03-30,yes,410.0
713386.0,10,sales,14,124000.0,2011-04-05,2012-03-30,yes,360.0
36135.0,2,customer_service,13,76000.0,2011-02-08,2012-03-30,yes,416.0
598033.0,5,engineer,12,147000.0,2011-04-25,2012-03-30,yes,340.0
442570.0,1,engineer,5,203000.0,2011-02-14,2012-03-30,yes,410.0
296050.0,1,customer_service,10,91000.0,2011-03-29,2012-03-30,yes,367.0
917994.0,6,customer_service,6,54000.0,2011-03-15,2012-03-30,yes,381.0
381771.0,2,marketing,21,176000.0,2011-04-04,2012-03-30,yes,361.0
421007.0,2,customer_service,16,94000.0,2011-01-24,2012-03-30,yes,431.0
